epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
171,427.166,0.52005,0.39223,0.85954,0,0,0,0,0,0.13086,0,0.006634,0.006634,0.006634
172,429.597,0.54066,0.42333,0.89459,0,0,0,0,0,0.2832,0,0.0066142,0.0066142,0.0066142
173,432.114,0.51264,0.41086,0.86272,0,0,0,0,0,0.00977,0,0.0065944,0.0065944,0.0065944
174,434.537,0.52648,0.40679,0.87794,0,0,0,0,0,0.00781,0,0.0065746,0.0065746,0.0065746
175,437.002,0.50881,0.38765,0.86398,0,0,0,0,0,0.0625,0,0.0065548,0.0065548,0.0065548
176,439.411,0.50087,0.37774,0.87146,0,0,0,0,0,0.05859,0,0.006535,0.006535,0.006535
177,441.844,0.59175,0.46002,0.91269,0,0,0,0,0,0.06055,0,0.0065152,0.0065152,0.0065152
178,444.296,0.5065,0.40684,0.87559,0,0,0,0,0,0.09277,0,0.0064954,0.0064954,0.0064954
179,446.752,0.53989,0.39958,0.87191,0,0,0,0,0,0.05469,0,0.0064756,0.0064756,0.0064756
180,449.187,0.48324,0.3611,0.85274,0,0,0,0,0,0.01953,0,0.0064558,0.0064558,0.0064558
181,451.568,0.48832,0.40245,0.84357,0,0,0,0,0,0.01562,0,0.006436,0.006436,0.006436
182,454.021,0.49332,0.3583,0.86841,0,0,0,0,0,0.01367,0,0.0064162,0.0064162,0.0064162
183,456.412,0.55956,0.43781,0.89643,0,0,0,0,0,0.04395,0,0.0063964,0.0063964,0.0063964
184,458.887,0.49965,0.39594,0.85108,0,0,0,0,0,0.11914,0,0.0063766,0.0063766,0.0063766
185,461.311,0.50049,0.39951,0.87689,0,0,0,0,0,0.11914,0,0.0063568,0.0063568,0.0063568
186,463.798,0.4826,0.35797,0.84434,0,0,0,0,0,0.08398,0,0.006337,0.006337,0.006337
187,466.299,0.49343,0.39828,0.86969,0,0,0,0,0,0.13086,0,0.0063172,0.0063172,0.0063172
188,468.745,0.53548,0.41693,0.87594,0,0,0,0,0,0.09961,0,0.0062974,0.0062974,0.0062974
189,471.178,0.51194,0.38342,0.87178,0,0,0,0,0,0.05859,0,0.0062776,0.0062776,0.0062776
190,473.663,0.51654,0.38477,0.85495,0,0,0,0,0,0.11328,0,0.0062578,0.0062578,0.0062578
191,476.101,0.51872,0.40544,0.85133,0,0,0,0,0,0.01758,0,0.006238,0.006238,0.006238
192,478.632,0.48943,0.37886,0.85818,0,0,0,0,0,0.01758,0,0.0062182,0.0062182,0.0062182
193,481.1,0.50131,0.38715,0.86848,0,0,0,0,0,0.04199,0,0.0061984,0.0061984,0.0061984
194,483.547,0.52391,0.37403,0.86184,0,0,0,0,0,0.01953,0,0.0061786,0.0061786,0.0061786
195,485.967,0.49863,0.37486,0.88191,0,0,0,0,0,0.02344,0,0.0061588,0.0061588,0.0061588
196,488.411,0.49497,0.36803,0.85875,0,0,0,0,0,0,0,0.006139,0.006139,0.006139
197,490.849,0.52405,0.42864,0.88715,0,0,0,0,0,0,0,0.0061192,0.0061192,0.0061192
198,493.29,0.50169,0.39386,0.88545,0,0,0,0,0,0,0,0.0060994,0.0060994,0.0060994
199,495.701,0.47379,0.3817,0.86785,0,0,0,0,0,0,0,0.0060796,0.0060796,0.0060796
200,498.144,0.49723,0.36838,0.85376,0,0,0,0,0,0.00391,0,0.0060598,0.0060598,0.0060598
201,500.619,0.49957,0.39721,0.86722,0,0,0,0,0,0.01172,0,0.00604,0.00604,0.00604
202,503.058,0.46178,0.35283,0.85519,0,0,0,0,0,0.00195,0,0.0060202,0.0060202,0.0060202
203,505.541,0.49933,0.39302,0.87947,0,0,0,0,0,0.01367,0,0.0060004,0.0060004,0.0060004
204,508.085,0.53914,0.41382,0.89266,0,0,0,0,0,0,0,0.0059806,0.0059806,0.0059806
205,510.566,0.51102,0.41544,0.86721,0,0,0,0,0,0,0,0.0059608,0.0059608,0.0059608
206,513.044,0.53272,0.40664,0.88029,0,0,0,0,0,0.01562,0,0.005941,0.005941,0.005941
207,515.613,0.48702,0.37277,0.85032,0,0,0,0,0,0.01562,0,0.0059212,0.0059212,0.0059212
208,518.145,0.51265,0.40576,0.86784,0,0,0,0,0,0.01367,0,0.0059014,0.0059014,0.0059014
209,520.673,0.48134,0.38514,0.85356,0,0,0,0,0,0.00781,0,0.0058816,0.0058816,0.0058816
210,523.152,0.49425,0.39182,0.8514,0,0,0,0,0,0.01367,0,0.0058618,0.0058618,0.0058618
211,525.662,0.51622,0.4141,0.86943,0,0,0,0,0,0.10352,0,0.005842,0.005842,0.005842
212,528.108,0.52547,0.40208,0.89229,0,0,0,0,0,0.5166,0,0.0058222,0.0058222,0.0058222
213,530.598,0.47152,0.37124,0.85825,0,0,0,0,0,0.33594,0,0.0058024,0.0058024,0.0058024
214,533.054,0.47301,0.35353,0.86969,0,0,0,0,0,0.19922,0,0.0057826,0.0057826,0.0057826
215,535.459,0.46427,0.36551,0.85411,0,0,0,0,0,0.02148,0,0.0057628,0.0057628,0.0057628
216,537.993,0.4958,0.38676,0.88539,0,0,0,0,0,0.09473,0,0.005743,0.005743,0.005743
217,540.493,0.47605,0.36479,0.84949,0,0,0,0,0,0.08887,0,0.0057232,0.0057232,0.0057232
218,543.015,0.47319,0.39354,0.86196,0,0,0,0,0,0.02734,0,0.0057034,0.0057034,0.0057034
219,545.431,0.49013,0.43093,0.8687,0,0,0,0,0,0.06836,0,0.0056836,0.0056836,0.0056836
220,547.896,0.5124,0.39972,0.87068,0,0,0,0,0,0.08398,0,0.0056638,0.0056638,0.0056638
221,550.295,0.47838,0.36005,0.8549,0,0,0,0,0,0.04883,0,0.005644,0.005644,0.005644
222,552.71,0.49228,0.35305,0.84338,0,0,0,0,0,0.03906,0,0.0056242,0.0056242,0.0056242
223,555.107,0.51241,0.3882,0.87598,0,0,0,0,0,0.00391,0,0.0056044,0.0056044,0.0056044
224,557.551,0.47509,0.36291,0.86555,0,0,0,0,0,0.16406,0,0.0055846,0.0055846,0.0055846
225,559.937,0.51477,0.38322,0.8824,0,0,0,0,0,0.25391,0,0.0055648,0.0055648,0.0055648
226,562.429,0.52572,0.38371,0.88632,0,0,0,0,0,0,0,0.005545,0.005545,0.005545
227,564.903,0.48401,0.38769,0.87857,0,0,0,0,0,0,0,0.0055252,0.0055252,0.0055252
228,567.479,0.46024,0.35485,0.84635,0,0,0,0,0,0.01953,0,0.0055054,0.0055054,0.0055054
229,569.902,0.4793,0.38101,0.87252,0,0,0,0,0,0.04297,0,0.0054856,0.0054856,0.0054856
230,572.392,0.44895,0.3696,0.85431,0,0,0,0,0,0.0332,0,0.0054658,0.0054658,0.0054658
231,574.9,0.514,0.38507,0.86702,0,0,0,0,0,0.00586,0,0.005446,0.005446,0.005446
232,577.385,0.48965,0.35154,0.86349,0,0,0,0,0,0.00586,0,0.0054262,0.0054262,0.0054262
233,579.818,0.49836,0.37878,0.86931,0,0,0,0,0,0.00781,0,0.0054064,0.0054064,0.0054064
234,582.263,0.46337,0.35089,0.84807,0,0,0,0,0,0.00781,0,0.0053866,0.0053866,0.0053866
235,584.776,0.48167,0.35423,0.85545,0,0,0,0,0,0.06738,0,0.0053668,0.0053668,0.0053668
236,587.235,0.46327,0.31917,0.84793,0,0,0,0,0,0.3125,0,0.005347,0.005347,0.005347
237,589.658,0.49427,0.3758,0.86384,0,0,0,0,0,0.43408,0,0.0053272,0.0053272,0.0053272
238,592.142,0.54492,0.37342,0.87897,0,0,0,0,0,0.3584,0,0.0053074,0.0053074,0.0053074
239,594.536,0.492,0.35792,0.86564,0,0,0,0,0,0.40674,0,0.0052876,0.0052876,0.0052876
240,597.007,0.49016,0.36844,0.86728,0,0,0,0,0,0.27441,0,0.0052678,0.0052678,0.0052678
